ID,predicted_answer,valid_answers,achieved_score,max_score,is_correct,semi_correct
New-spme-15,gatorade,"{'gatorade': 5, 'powerade': 1, 'red bull': 1, 'monster': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-in-80,disney world,"{'Disney World': 4, 'disneyland': 1, 'universal studios': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",0,4,False,False
Al-en-21,english,"{'science': 4, 'mathematics': 4, 'english': 3, 'stem': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,4,False,True
Ne-ar-09,idk,"{'vegetarian': 1, 'dapanji': 1, 'idk': 3, 'not-applicable': 3, 'no-answer': 0}",3,3,True,True
Ni-en-03,18,"{'18': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ch-49,text messaging,"{'text messaging': 2, 'instant messaging': 1, 'whatsapp': 1, 'facebook': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",2,2,True,True
New-en-17,signs,"{'signs': 2, 'bells': 1, 'pom poms': 1, 'styrofoam finger': 1, 'hand gestures': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-gr-58,cleaner,"{'care workers': 2, 'nurses': 2, 'cleaner': 1, 'teachers': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-ch-74,in parental home,"{'flats': 2, 'student halls': 1, 'shared accommodation, shared house, shared flat': 2, 'in parental home': 1, 'student accommodation': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-az-60,daycare,"{'daycare': 4, 'family member': 2, 'schools': 1, 'baby sitter': 1, 'grandparent': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",4,4,True,True
Jod-ch-62,lawyer,"{'investor': 3, 'doctor': 2, 'lawyer': 2, 'business': 2, 'trades (plumber': 1, 'electrician)': 1, 'restaurant (waiter': 1, 'dishes': 1, 'cook)': 1, 'law enforcement': 1, 'firefighting': 1, 'military': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,3,False,True
Nu-in-06,idk,"{'10/05': 2, 'idk': 8, 'i dont know when it is ': 1, 'no-answer': 0, 'not-applicable': 0}",8,8,True,True
New-ko-02,idk,"{'lamaze': 2, 'childbirth education classes': 1, 'headphones on the belly bump': 1, 'idk': 4, 'no-answer': 1, 'not-applicable': 0}",4,4,True,True
Ki-pe-30,saturday,"{'saturday': 5, 'sunday': 5, 'public hoilday': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Na-ko-23,idk,"{'basketball': 3, 'soccer': 2, 'American Football': 2, 'baseball': 1, 'idk': 1, 'not-applicable': 1, 'no-answer': 1}",1,3,False,True
New-en-68,idk,"{'expulsion': 3, 'low discipline score': 2, 'commitment': 1, 'corporal punishment': 1, 'reprimand and record in the file': 1, 'contacting parents': 1, 'temporary dismissal': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Jo-sp-13,swimming,"{'swimming': 5, 'waterpolo': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-gr-82,80s disco,"{'country': 2, '1960s rock': 1, 'classic': 1, '70s disco': 1, '80s disco': 1, 'idk': 3, 'no-answer': 1, 'not-applicable': 0}",1,3,False,True
Ta-pe-23,jogging,"{'jogging': 2, 'running': 2, 'cardio': 1, 'exercise machines': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ko-05,doll,"{'doll': 3, 'barbie': 2, 'home appliances': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-ko-06,pilgrims preparing stone soup,"{'Paul Bunyon': 3, 'pilgrims preparing stone soup': 1, 'the night before christmas': 1, 'pecos bill': 1, 'santa claus': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-su-81,suits,"{'suits': 4, 'tuxedo': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ne-ar-10,not-applicable,"{'not-applicable': 5, 'idk': 3, 'no-answer': 0}",5,5,True,True
New-am-02,roast dinner,"{'fish & chips': 3, 'pie': 2, 'sunday dinner': 2, 'roast dinner': 1, 'roast potatoes ': 1, 'mashed potato': 1, 'chinese takeaway': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-ch-44,1 month,"{'3 months': 2, '1 month': 1, '0': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,2,False,True
New-ch-05,spicy chicken,"{'hot pot': 3, 'spicy chicken': 1, 'mapo tofu': 1, 'stir-fried pork with chili peppers': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Kik-in-41,idk,"{'idk': 7, 'Not interested': 1, 'not-applicable': 1, 'no-answer': 0}",7,7,True,True
Ji-ko-02,saturday,"{'friday': 5, 'saturday': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
Th-en-41,30,"{'30': 2, '27': 1, '26': 1, '22': 1, '25': 1, '28': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-gr-58,fast food,"{'teachers': 4, 'restaurant work': 1, 'civil servents': 1, 'manufacturing workers': 1, 'PHDs': 1, 'fast food': 1, 'internships': 1, 'federal employment': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Ki-pe-40,idk,"{'khash': 4, 'idk': 1, 'no-answer': 1, 'not-applicable': 0}",1,4,False,True
Al-en-37,candy canes,"{'gingerbread': 3, 'ham': 2, 'roast turkey': 2, 'pie': 1, 'candy canes': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Ni-en-06,6,"{'6': 4, '7': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-az-11,watermelon,"{'watermelon': 4, 'sour plum': 1, 'apricot': 1, 'strawberry': 1, 'cantaloupe': 1, 'green plum': 1, 'mandarine': 1, 'orange': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Jo-sp-36,8,"{'6': 4, '8': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Ne-ar-10,not-applicable,"{'not-applicable': 5, 'idk': 3, 'no-answer': 0}",5,5,True,True
New-ch-51,hotel,"{'hotel': 5, 'villa': 3, 'ecotourism': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ko-10,waiter,"{'waiter': 2, 'didi': 1, 'distribute flyers': 1, 'do odd jobs': 1, 'delivery person': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-su-42,islam,"{'islam': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Jo-sp-32,soccer,"{'soccer': 4, 'athletics': 2, 'running': 1, 'badminton': 1, 'tennis': 1, 'netball': 1, 'rugby': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",4,4,True,True
Al-en-01,idk,"{'cheese stick': 1, 'dried fruit': 1, 'potato chips': 1, 'sweet': 1, 'ice cream': 1, 'ad calcium milk': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",2,2,True,True
Al-en-09,cotton candy,"{'cotton candy': 4, 'popcorn': 1, 'gummies': 1, 'french fries': 1, 'olivier salad': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Kik-in-38,idk,"{'beijing guoan vs tianjin teda': 1, 'idk': 7, 'not-applicable': 1, 'no-answer': 1}",7,7,True,True
New-su-75,car,"{'suv': 3, 'car': 3, 'truck': 1, 'sedan': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-en-02,pepper,"{'salt vinegar': 3, 'onion and parsley': 2, 'yogurt with shallots': 1, 'salt': 1, 'pepper': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Th-en-15,rugby,"{'rugby': 2, 'skiing': 2, 'soccer': 1, 'snowboarding': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-in-34,assaluyeh,"{'south': 4, 'assaluyeh': 1, 'bandar abbas': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Na-ko-15,meat,"{'burger': 1, 'spinach': 1, 'meat': 1, 'apples': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
New-su-60,rice,"{'rice': 5, 'corn': 1, 'steamed bun': 1, 'meat dish': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-pe-06,ghormeh sabzi,"{'ghormeh sabzi': 5, 'gheimeh': 3, 'fesenjan': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ch-84,red,"{'red': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Sa-en-1,McDonald's,"{""McDonald's"": 5, 'taco bell': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Gu-ch-32,12,"{'12': 4, '13': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Na-ko-26,soccer,"{'soccer': 2, 'rugby': 2, 'bowls': 2, 'walking': 1, 'hiking': 1, 'darts': 1, 'cricket': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-spme-04,rapeseed,"{'rapeseed': 1, 'wheat': 1, 'poultry': 1, 'idk': 4, 'no-answer': 2, 'not-applicable': 0}",1,4,False,True
Ji-ko-36,english,"{'math': 2, 'english': 2, 'history': 1, 'idk': 2, 'no-answer': 2, 'not-applicable': 0}",2,2,True,True
Th-en-15,skiing,"{'skiing': 4, 'skating': 3, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ne-ar-32,bread,"{'bread': 5, 'cheese': 4, 'sugar': 2, 'walnut': 2, 'butter': 1, 'omelette': 1, 'haleem': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ch-70,marxism,"{'marxism': 3, 'ideology and politics': 2, 'sports': 1, 'college english': 1, 'english': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Kik-in-08,idk,"{'fasting': 3, 'prayer': 1, 'feasting': 1, 'idk': 6, 'not-applicable': 1, 'no-answer': 0}",6,6,True,True
An-ar-08,10,"{'9': 2, '10': 2, '11': 2, '8': 1, '15': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-en-55,catholicism,"{'christianity': 4, 'muslim': 1, 'catholicism': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
New-en-69,sohrab sepehri,"{'jalal al-e ahmad': 2, 'dehkhoda': 1, 'shamlou': 1, 'sohrab sepehri': 1, 'jamalzadeh': 1, 'no-answer': 1, 'idk': 1, 'not-applicable': 0}",1,2,False,True
Th-en-36,playground,"{'go to a park': 2, 'bowling': 1, 'swim': 1, 'playing in a park': 1, 'playground': 1, 'watch a movie': 1, 'not-applicable': 1, 'idk': 0, 'no-answer': 0}",1,2,False,True
New-gr-24,400 meters,"{'running': 4, 'athletics': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",0,4,False,False
Na-ko-07,chicken,"{'chicken': 4, 'beef': 3, 'lamb': 1, 'pork': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",4,4,True,True
Kik-in-06,"bachelor party, stag weekend, stag party, stag night","{'bachelor party, stag weekend, stag party, stag night': 4, 'hen do': 3, 'engagement party': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Al-en-37,not-applicable,"{'not-applicable': 4, 'no-answer': 1, 'idk': 0}",4,4,True,True
Ni-en-09,6,"{'5': 5, '6': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
New-ko-05,dolls,"{'dolls': 3, 'barbies': 3, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-su-81,suits,"{'suits': 4, 'tuxedo': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ki-pe-51,17:00,"{'17:00': 5, '16:00': 1, '18:00': 1, '17:30': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-su-24,no-answer,"{'walk': 1, 'jump rope': 1, 'cycling': 1, 'badminton': 1, 'ping pong': 1, 'no-answer': 2, 'idk': 0, 'not-applicable': 1}",2,2,True,True
New-ch-84,white,"{'white': 2, 'red': 1, 'black': 1, 'no-answer': 1, 'به جز عروس و داماد رنگ خاصی برای مراسم عروسی وجود ندارد عروس سفید میپوشد و داماد سیاه': 1, 'idk': 0, 'not-applicable': 0}",2,2,True,True
New-su-15,green tea,"{'tea': 1, 'eight-treasure porridge': 1, 'plum juice': 1, 'green tea': 1, 'black tea': 1, 'juice': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,1,True,True
Jod-ch-42,hiking,"{'playing video games': 2, 'drinking': 1, 'partying': 1, 'Athletics': 1, 'dating': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,2,False,False
New-ch-79,golf,"{'golf': 5, 'motor cycle clubs': 1, 'crafting items': 1, 'fishing': 1, 'sports': 1, 'watching television': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-su-83,cake,"{'cake': 3, 'wedding breakfast': 1, 'buffet': 1, 'beef': 1, 'chicken': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
New-ch-16,leap,"{'leap': 4, 'woman basketball player no. 5': 1, 'to the fore': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-su-10,idk,"{'chicken soup': 1, 'crucian carp soup': 1, 'dates': 1, 'nutritionally balanced food': 1, 'nutrient-rich food': 1, 'egg': 1, 'no-answer': 2, 'idk': 2, 'not-applicable': 0}",2,2,True,True
Jo-sp-02,idk,"{'frisby': 1, 'darts': 1, 'chess': 1, 'martial arts': 1, 'gymnastics': 1, 'fishing': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
Ca-sp-43,2,"{'2': 4, '4': 1, '6': 1, '12': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-en-01,cheese puff,"{'popcorn': 4, 'chips': 1, 'coke': 1, 'slushy': 1, 'cheese puff': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Ni-en-15,12,"{'11': 3, '12': 2, '6': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,3,False,True
Ki-pe-34,tea,"{'tea': 5, 'coffee': 1, 'lion': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Al-en-02,fried chicken,"{'peanuts': 3, 'fried chicken': 1, 'dried shrimp': 1, 'pistachio': 1, 'roast chicken': 1, 'barbecue': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Kik-in-40,lin dan,"{'lin dan': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Jo-sp-21,12:00,"{'12:00': 4, '12:30': 2, '13:00': 1, '11:30': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-in-33,kermanshah,"{'kerman': 2, 'sistan and baluchestan': 2, 'khorasan': 1, 'isfahan': 1, 'central regions': 1, 'kermanshah': 1, 'kurdistan': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",1,2,False,True
New-gr-88,bai,"{'bai': 2, 'tea': 1, 'no-answer': 2, 'idk': 0, 'not-applicable': 0}",2,2,True,True
Tmp-ar-02,bus,"{'bus': 4, 'train': 3, 'motorcycle': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Na-ko-07,lamb,"{'chicken': 4, 'beef': 3, 'lamb': 1, 'pork': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,4,False,True
New-am-59,military,"{'military': 1, 'agriculture': 1, 'mining': 1, 'animal husbandry': 1, 'no-answer': 3, 'idk': 2, 'not-applicable': 0}",1,3,False,True
New-ch-73,nightclubs,"{'sports': 2, 'golf': 1, 'nightclubs': 1, 'technology clubs': 1, 'music clubs': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Ne-ar-34,noodles,"{'rice': 2, 'noodles': 1, 'salt': 1, 'staple food': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Jo-sp-02,wrestling,"{'wrestling': 3, 'fitness': 2, 'weightlifting': 1, 'kabaddi': 1, 'running': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
New-spme-65,parade,"{'fireworks': 4, 'barbeque': 2, 'parade': 2, 'grilled meat': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Kik-in-05,no-answer,"{'shortly before birth': 1, 'gender determination': 1, 'no-answer': 2, 'not-applicable': 1, 'idk': 0}",2,2,True,True
New-ko-02,listen to stories,"{'listen to music': 5, 'tell a story': 1, 'prenatal yoga': 1, 'listen to stories': 1, 'idk': 3, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
New-ch-38,idk,"{'london': 4, 'scotland': 1, 'wales': 1, 'kent': 1, 'portsmouth': 1, 'liverpool': 1, 'bristol': 1, 'dover': 1, 'north east': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
New-gr-29,world cup,"{'olympic games': 2, 'china open': 1, 'world cup': 1, 'nba': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-ha-09,spoon,"{'spoon': 2, 'fork': 1, 'knife': 1, 'oven': 1, 'wooden spoon': 1, 'saucepan': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Nu-in-11,13:00,"{'07:00': 2, '08:00': 2, '13:00': 1, '07:30': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Ji-ko-27,flowers,"{'wine': 1, 'lottery tickets': 1, 'food': 1, 'clothing': 1, 'cake': 1, 'candy': 1, 'flowers': 1, 'chocolate': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
New-su-60,steak,"{'burger': 1, 'steak': 1, 'no-answer': 4, 'idk': 1, 'not-applicable': 0}",1,4,False,True
Th-en-12,basketball,"{'basketball': 3, 'swimming': 2, 'american football': 2, 'gymnastics': 1, 'baseball': 1, ""Women's Soccer"": 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-su-51,fishing,"{'fishing': 4, 'freelance (business)': 1, 'selling': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ta-pe-37,spring festival travel rush,"{'new year scrolls': 2, 'spring festival travel rush': 1, 'paper-cut for window decoration': 1, 'firecrackers': 1, '这个问题问得很奇怪': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Jo-sp-14,chess,"{'chess': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-en-47,vegetable planting area,"{'vegetable planting area': 2, 'vegetables': 1, 'fruit': 1, 'grass': 1, 'soil': 1, 'brick': 1, 'vegetable jar': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-gr-88,tea,"{'tea': 4, 'chocolate milk': 1, 'water': 1, 'coke': 1, 'orange juice': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ki-pe-51,17:00,"{'17:00': 5, '16:00': 1, '18:00': 1, '17:30': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ta-pe-11,25,"{'25': 2, '30': 2, '24': 1, 'no-answer': 3, 'idk': 0, 'not-applicable': 0}",2,3,False,True
New-pe-45,not-applicable,"{'not-applicable': 5, 'idk': 3, 'no-answer': 0}",5,5,True,True
New-gr-76,not-applicable,"{'apple': 1, 'not-applicable': 4, 'idk': 0, 'no-answer': 0}",4,4,True,True
New-gr-06,burgers,"{'pizza': 4, 'burgers': 2, 'salads': 1, 'ramen noodles': 1, 'french fries': 1, 'wings': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Kik-in-44,idk,"{'soccer': 4, 'rugby': 2, 'cricket': 1, 'athletics ': 1, 'tennis': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
New-ch-04,pistachio,"{'corn': 1, 'walnut': 1, 'pistachio': 1, 'fruit': 1, 'pumpkin': 1, 'sholeh zard': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,1,True,True
Ta-pe-10,25,"{'30': 3, '25': 2, '20': 1, '29': 1, '22': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",2,3,False,True
New-en-41,bill gates,"{'bill gates': 4, 'jeff bezos': 2, 'steve jobs': 1, 'mark cuban': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Jod-ch-41,shopping,"{'shopping': 2, 'travel': 2, 'online game': 1, 'murder mystery game': 1, 'karaoke': 1, 'friends gathering': 1, 'movie': 1, 'play mahjong': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Al-en-09,marshmallow,"{'marshmallow': 2, 'ice cream': 2, 'bombing the giant squid': 2, 'fruit': 1, 'starch sausage': 1, 'sugar-coated haws': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-in-62,sharif university of technology,"{'sharif university of technology': 5, 'university of tehran': 1, 'amirkabir university': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Sa-en-6,kebab,"{'pizza': 4, 'rice with kebab': 1, 'kebab': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
New-ha-19,horse,"{'horse': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-su-42,christianity,"{'christianity': 5, 'islam': 1, 'catholicism ': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ni-en-09,6,"{'5': 5, '6': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
Jod-ch-61,civil servant,"{'teacher': 4, 'civil servant': 1, 'social media influencer': 1, 'nurse': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",1,4,False,True
New-en-76,manchester,"{'heathrow': 5, 'gatwick': 2, 'manchester': 1, 'Stansted ': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
New-az-11,watermelon,"{'watermelon': 4, 'sour plum': 1, 'apricot': 1, 'strawberry': 1, 'cantaloupe': 1, 'green plum': 1, 'mandarine': 1, 'orange': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-en-49,idk,"{'the royal family': 5, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
Na-ko-43,visiting each other,"{'visiting each other': 3, 'nothing': 1, 'sport': 1, 'rest': 1, 'idk': 3, 'not-applicable': 1, 'no-answer': 0}",3,3,True,True
New-in-78,wechat pay,"{'alipay': 5, 'wechat pay': 3, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,5,False,True
New-as-01,wheat,"{'potato': 3, 'wheat': 2, 'beef': 1, 'lamb': 1, 'leek': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,3,False,True
Na-ko-11,burgers,"{'hotdog': 3, 'burger': 1, 'fries': 1, 'popcorn': 1, 'burgers': 1, 'chips': 1, 'chili': 1, 'wings': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Al-en-33,halloween parties,"{'trick or treating': 4, 'dress in costumes': 3, 'hand out candy': 2, 'halloween parties': 2, 'scary decorations': 2, 'halloween parade': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
Ni-en-02,14:00,"{'15:00': 2, '14:00': 1, '13:30': 1, '13:00': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Na-ko-18,netball,"{'netball': 3, 'swimming': 1, 'soccer': 1, 'rugby': 1, 'athletics': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Kik-in-17,dates,"{'dates': 3, 'banana': 1, 'watermelon': 1, 'not-applicable': 1, 'idk': 1, 'no-answer': 0}",3,3,True,True
Ji-ko-08,40,"{'40': 2, '76': 1, '50': 1, '60': 1, '45': 1, '72': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ch-04,chips,"{'chips': 2, 'pizza': 2, 'kebabs': 1, 'chicken': 1, 'biscuits': 1, 'crisps': 1, 'chocolate': 1, 'toast': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ko-07,idk,"{'chrysanthemum': 3, 'flower wreath': 2, 'pork': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Gu-ch-11,wrestling,"{'wrestling': 5, 'weightlifting': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-su-09,idk,"{'rapeseed': 4, 'olive oil': 1, 'ghee': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Na-ko-19,idk,"{'idk': 5, 'not-applicable': 3, 'no-answer': 1}",5,5,True,True
New-ch-01,burgers,"{'chicken': 3, 'beef': 3, 'burgers': 1, 'sausages': 1, 'lamb': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-gr-88,beer,"{'water': 1, 'soda': 1, 'coffee': 1, 'tea': 1, 'beer': 1, 'idk': 1, 'not-applicable': 1, 'no-answer': 1}",1,1,True,True
New-ko-08,on campus,"{'restaurants': 3, 'retail': 2, 'on campus': 1, 'barista': 1, 'school store': 1, 'fast food establishments': 1, 'nanny': 1, 'babysitting': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-ch-84,red,"{'red': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Kik-in-01,christmas,"{'easter': 3, 'christmas': 2, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,3,False,True
